"filename", "language", "C", "C++", "comment", "blank", "total"
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine24/save_Machine24.c", "C", 16, 0, 1, 3, 20
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/addItem_Machine25.c", "C", 23, 0, 0, 0, 23
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/costSum_Machine25.c", "C", 9, 0, 0, 0, 9
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/deduplicate_Machine25.c", "C", 18, 0, 0, 0, 18
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/highestPrice_Machine25.c", "C", 12, 0, 0, 0, 12
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/itemToString_Machine25.c", "C", 12, 0, 0, 1, 13
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/listInitialization_Machine25.c", "C", 4, 0, 0, 0, 4
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/load_Machine25.c", "C", 35, 0, 0, 0, 35
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/printList_Machine25.c", "C", 12, 0, 0, 0, 12
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/removeItem_Machine25.c", "C", 23, 0, 0, 0, 23
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/save_Machine25.c", "C", 13, 0, 0, 0, 13
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/swapItem_Machine25.c", "C", 44, 0, 0, 0, 44
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine25/updateItem_Machine25.c", "C", 18, 0, 0, 0, 18
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/addItem_Machine26.c", "C", 25, 0, 0, 0, 25
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/costSum_Machine26.c", "C", 11, 0, 0, 0, 11
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/deduplicate_Machine26.c", "C", 20, 0, 0, 0, 20
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/highestPrice_Machine26.c", "C", 19, 0, 0, 0, 19
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/itemToString_Machine26.c", "C", 11, 0, 0, 0, 11
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/listInitialization_Machine26.c", "C", 4, 0, 0, 0, 4
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/load_Machine26.c", "C", 46, 0, 0, 0, 46
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/printList_Machine26.c", "C", 14, 0, 0, 0, 14
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/removeItem_Machine26.c", "C", 20, 0, 0, 0, 20
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/save_Machine26.c", "C", 12, 0, 0, 0, 12
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/swapItem_Machine26.c", "C", 33, 0, 0, 0, 33
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine26/updateItem_Machine26.c", "C", 21, 0, 0, 0, 21
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/addItem_Machine27.c", "C", 24, 0, 0, 1, 25
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/costSum_Machine27.c", "C", 11, 0, 0, 0, 11
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/deduplicate_Machine27.c", "C", 36, 0, 0, 0, 36
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/highestPrice_Machine27.c", "C", 18, 0, 0, 0, 18
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/itemToString_Machine27.c", "C", 10, 0, 0, 0, 10
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/listInitialization_Machine27.c", "C", 4, 0, 0, 0, 4
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/load_Machine27.c", "C", 28, 0, 0, 2, 30
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/printList_Machine27.c", "C", 10, 0, 0, 0, 10
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/removeItem_Machine27.c", "C", 19, 0, 0, 0, 19
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/save_Machine27.c", "C", 12, 0, 0, 1, 13
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/swapItem_Machine27.c", "C", 38, 0, 0, 0, 38
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine27/updateItem_Machine27.c", "C", 17, 0, 0, 0, 17
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/addItem_Machine28.c", "C", 38, 0, 0, 3, 41
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/costSum_Machine28.c", "C", 10, 0, 0, 0, 10
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/deduplicate_Machine28.c", "C", 22, 0, 0, 0, 22
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/highestPrice_Machine28.c", "C", 16, 0, 0, 0, 16
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/itemToString_Machine28.c", "C", 7, 0, 0, 0, 7
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/listInitialization_Machine28.c", "C", 7, 0, 0, 0, 7
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/load_Machine28.c", "C", 17, 0, 0, 0, 17
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/printList_Machine28.c", "C", 13, 0, 0, 0, 13
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/removeItem_Machine28.c", "C", 26, 0, 0, 3, 29
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/save_Machine28.c", "C", 14, 0, 0, 0, 14
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/swapItem_Machine28.c", "C", 48, 0, 0, 5, 53
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine28/updateItem_Machine28.c", "C", 20, 0, 0, 2, 22
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/addItem_Machine29.c", "C", 44, 0, 0, 1, 45
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/costSum_Machine29.c", "C", 12, 0, 0, 0, 12
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/deduplicate_Machine29.c", "C", 18, 0, 0, 0, 18
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/highestPrice_Machine29.c", "C", 19, 0, 0, 0, 19
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/itemToString_Machine29.c", "C", 12, 0, 0, 0, 12
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/listInitialization_Machine29.c", "C", 4, 0, 0, 0, 4
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/load_Machine29.c", "C", 37, 0, 1, 1, 39
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/printList_Machine29.c", "C", 17, 0, 0, 0, 17
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/removeItem_Machine29.c", "C", 29, 0, 0, 1, 30
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/save_Machine29.c", "C", 19, 0, 1, 1, 21
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/swapItem_Machine29.c", "C", 52, 0, 0, 1, 53
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine29/updateItem_Machine29.c", "C", 32, 0, 0, 1, 33
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine3/addItem_Machine3.c", "C", 40, 0, 2, 0, 42
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine3/costSum_Machine3.c", "C", 14, 0, 0, 0, 14
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine3/deduplicate_Machine3.c", "C", 20, 0, 0, 0, 20
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine3/highestPrice_Machine3.c", "C", 21, 0, 0, 0, 21
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine3/itemToString_Machine3.c", "C", 8, 0, 0, 0, 8
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine3/listInitialization_Machine3.c", "C", 12, 0, 0, 0, 12
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine3/printList_Machine3.c", "C", 14, 0, 0, 0, 14
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine3/removeItem_Machine3.c", "C", 20, 0, 0, 0, 20
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine3/save_Machine3.c", "C", 18, 0, 0, 0, 18
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine3/swapItem_Machine3.c", "C", 25, 0, 0, 0, 25
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine3/updateItem_Machine3.c", "C", 20, 0, 0, 0, 20
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/addItem_Machine30.c", "C", 42, 0, 0, 3, 45
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/costSum_Machine30.c", "C", 13, 0, 0, 2, 15
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/deduplicate_Machine30.c", "C", 20, 0, 0, 1, 21
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/highestPrice_Machine30.c", "C", 19, 0, 0, 2, 21
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/itemToString_Machine30.c", "C", 9, 0, 0, 2, 11
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/listInitialization_Machine30.c", "C", 7, 0, 0, 1, 8
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/load_Machine30.c", "C", 22, 0, 0, 1, 23
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/printList_Machine30.c", "C", 15, 0, 0, 2, 17
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/removeItem_Machine30.c", "C", 27, 0, 0, 3, 30
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/save_Machine30.c", "C", 17, 0, 0, 1, 18
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/swapItem_Machine30.c", "C", 52, 0, 0, 11, 63
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine30/updateItem_Machine30.c", "C", 22, 0, 0, 3, 25
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine4/addItem_Machine4.c", "C", 22, 0, 5, 1, 28
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine4/costSum_Machine4.c", "C", 22, 0, 8, 0, 30
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine4/highestPrice_Machine4.c", "C", 40, 0, 13, 0, 53
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine4/itemToString_Machine4.c", "C", 19, 0, 6, 3, 28
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine4/listInitialization_Machine4.c", "C", 4, 0, 0, 0, 4
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine4/printList_Machine4.c", "C", 26, 0, 7, 3, 36
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine4/removeItem_Machine4.c", "C", 18, 0, 5, 1, 24
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine4/save_Machine4.c", "C", 34, 0, 8, 0, 42
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine4/swapItem_Machine4.c", "C", 29, 0, 12, 2, 43
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine4/updateItem_Machine4.c", "C", 18, 0, 5, 1, 24
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/addItem_Machine5.c", "C", 31, 0, 0, 11, 42
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/costSum_Machine5.c", "C", 12, 0, 0, 2, 14
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/deduplicate_Machine5.c", "C", 20, 0, 0, 4, 24
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/highestPrice_Machine5.c", "C", 18, 0, 0, 5, 23
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/itemToString_Machine5.c", "C", 11, 0, 0, 3, 14
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/listInitialization_Machine5.c", "C", 7, 0, 0, 3, 10
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/load_Machine5.c", "C", 28, 0, 1, 7, 36
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/printList_Machine5.c", "C", 13, 0, 0, 3, 16
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/removeItem_Machine5.c", "C", 16, 0, 0, 4, 20
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/save_Machine5.c", "C", 14, 0, 0, 4, 18
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/swapItem_Machine5.c", "C", 22, 0, 0, 5, 27
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine5/updateItem_Machine5.c", "C", 17, 0, 0, 4, 21
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/addItem_Machine6.c", "C", 30, 0, 0, 0, 30
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/costSum_Machine6.c", "C", 14, 0, 0, 0, 14
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/deduplicate_Machine6.c", "C", 26, 0, 0, 1, 27
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/highestPrice_Machine6.c", "C", 18, 0, 0, 0, 18
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/itemToString_Machine6.c", "C", 40, 0, 0, 0, 40
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/listInitialization_Machine6.c", "C", 8, 0, 0, 0, 8
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/load_Machine6.c", "C", 46, 0, 0, 0, 46
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/printList_Machine6.c", "C", 43, 0, 0, 0, 43
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/removeItem_Machine6.c", "C", 19, 0, 0, 0, 19
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/save_Machine6.c", "C", 24, 0, 0, 0, 24
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/swapItem_Machine6.c", "C", 33, 0, 0, 0, 33
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine6/updateItem_Machine6.c", "C", 20, 0, 0, 0, 20
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine7/costSum_Machine7.c", "C", 13, 0, 4, 4, 21
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine7/deduplicate_Machine7.c", "C", 25, 0, 2, 3, 30
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine7/itemToString_Machine7.c", "C", 15, 0, 6, 6, 27
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine7/listInitialization_Machine7.c", "C", 10, 0, 3, 2, 15
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine7/load_Machine7.c", "C", 14, 0, 3, 4, 21
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine7/printList_Machine7.c", "C", 17, 0, 4, 4, 25
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine7/save_Machine7.c", "C", 14, 0, 3, 4, 21
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/addItem_Machine8.c", "C", 30, 0, 0, 5, 35
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/costSum_Machine8.c", "C", 10, 0, 0, 2, 12
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/deduplicate_Machine8.c", "C", 22, 0, 0, 4, 26
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/highestPrice_Machine8.c", "C", 18, 0, 0, 4, 22
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/itemToString_Machine8.c", "C", 22, 0, 0, 4, 26
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/listInitialization_Machine8.c", "C", 4, 0, 0, 0, 4
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/load_Machine8.c", "C", 37, 0, 0, 8, 45
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/printList_Machine8.c", "C", 29, 0, 0, 7, 36
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/removeItem_Machine8.c", "C", 18, 0, 0, 4, 22
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/save_Machine8.c", "C", 15, 0, 0, 4, 19
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/swapItem_Machine8.c", "C", 49, 0, 0, 9, 58
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/updateItem_Machine8.c", "C", 23, 0, 0, 3, 26
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/addItem_Machine9.c", "C", 31, 0, 5, 0, 36
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/costSum_Machine9.c", "C", 15, 0, 3, 0, 18
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/deduplicate_Machine9.c", "C", 21, 0, 4, 0, 25
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/highestPrice_Machine9.c", "C", 19, 0, 4, 0, 23
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/itemToString_Machine9.c", "C", 24, 0, 9, 0, 33
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/listInitialization_Machine9.c", "C", 11, 0, 0, 0, 11
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/load_Machine9.c", "C", 31, 0, 0, 0, 31
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/printList_Machine9.c", "C", 27, 0, 9, 0, 36
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/removeItem_Machine9.c", "C", 28, 0, 5, 0, 33
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/save_Machine9.c", "C", 24, 0, 0, 0, 24
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/swapItem_Machine9.c", "C", 42, 0, 8, 0, 50
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/updateItem_Machine9.c", "C", 29, 0, 8, 0, 37
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human1/addItem_Human1.c", "C", 17, 0, 3, 1, 21
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human1/itemToString_Human1.c", "C", 7, 0, 2, 0, 9
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human1/listInitialization_Human1.c", "C", 5, 0, 0, 0, 5
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human1/printList_Human1.c", "C", 14, 0, 4, 0, 18
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/addItem_Human10.c", "C", 29, 0, 0, 2, 31
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/costSum_Human10.c", "C", 10, 0, 0, 3, 13
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/deduplicate_Human10.c", "C", 20, 0, 0, 2, 22
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/highestPrice_Human10.c", "C", 12, 0, 0, 4, 16
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/itemToString_Human10.c", "C", 6, 0, 0, 0, 6
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/listInitialization_Human10.c", "C", 5, 0, 0, 0, 5
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/load_Human10.c", "C", 24, 0, 0, 5, 29
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/printList_Human10.c", "C", 9, 0, 0, 0, 9
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/removeItem_Human10.c", "C", 21, 0, 0, 3, 24
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/save_Human10.c", "C", 14, 0, 0, 5, 19
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/swapItem_Human10.c", "C", 36, 0, 0, 9, 45
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/updateItem_Human10.c", "C", 14, 0, 0, 0, 14
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/addItem_Human11.c", "C", 20, 0, 19, 2, 41
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/costSum_Human11.c", "C", 11, 0, 2, 0, 13
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/deduplicate_Human11.cpp", "C++", 0, 27, 3, 1, 31
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/highestPrice_Human11.c", "C", 15, 0, 2, 1, 18
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/itemToString_Human11.cpp", "C++", 0, 8, 4, 0, 12
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/listInitialization_Human11.c", "C", 5, 0, 0, 0, 5
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/load_Human11.c", "C", 35, 0, 2, 0, 37
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/printList_Human11.cpp", "C++", 0, 15, 2, 0, 17
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/removeItem_Human11.c", "C", 10, 0, 2, 0, 12
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/save_Human11.c", "C", 13, 0, 2, 0, 15
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/swapItem_Human11.c", "C", 33, 0, 2, 1, 36
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/updateItem_Human11.cpp", "C++", 0, 10, 2, 0, 12
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/addItem_Human12.cpp", "C++", 0, 12, 1, 3, 16
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/costSum_Human12.cpp", "C++", 0, 4, 2, 0, 6
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/deduplicate_Human12.c", "C", 4, 0, 0, 0, 4
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/highestPrice_Human12.cpp", "C++", 0, 4, 2, 0, 6
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/itemToString_Human12.cpp", "C++", 0, 3, 2, 0, 5
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/listInitialization_Human12.c", "C", 5, 0, 0, 0, 5
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/printList_Human12.c", "C", 11, 0, 0, 0, 11
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/removeItem_Human12.c", "C", 4, 0, 2, 0, 6
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/save_Human12.c", "C", 4, 0, 2, 0, 6
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/swapItem_Human12.c", "C", 3, 0, 2, 0, 5
